Date,EUR/USD Close,EUR/USD High,EUR/USD Low,USD/JPY Close,USD/JPY High,USD/JPY Low,USD/CHF Close,USD/CHF High,USD/CHF Low,GBP/USD Close,GBP/USD High,GBP/USD Low,USD/CAD Close,USD/CAD High,USD/CAD Low,EUR/GBP Close,EUR/GBP High,EUR/GBP Low,EUR/JPY Close,EUR/JPY High,EUR/JPY Low,EUR/CHF Close,EUR/CHF High,EUR/CHF Low,AUD/USD Close,AUD/USD High,AUD/USD Low,GBP/JPY Close,GBP/JPY High,GBP/JPY Low,CHF/JPY Close,CHF/JPY High,CHF/JPY Low,GBP/CHF Close,GBP/CHF High,GBP/CHF Low,NZD/USD Close,NZD/USD High,NZD/USD Low
2016-01-21,1.0883,1.0921,1.0778,117.5,117.78,116.47,1.0065,1.0146,1.0013,1.4225,1.4229,1.408,1.429,1.454,1.4228,0.765,0.7742,0.7616,127.89,128.08,126.18,1.0955,1.0973,1.0918,0.6997,0.7012,0.6876,167.16,167.41,164.47,116.71,116.87,115.36,1.4317,1.4388,1.4144,0.6508,0.6538,0.6412
2016-01-22,1.0793,1.0876,1.079,118.81,118.84,117.54,1.016,1.0166,1.007,1.4272,1.4363,1.4205,1.4151,1.43,1.4115,0.756,0.7705,0.7526,128.23,128.44,127.43,1.0967,1.0987,1.0923,0.7005,0.7046,0.6987,169.57,170.36,167.1,116.9,117.37,116.26,1.4504,1.4567,1.4314,0.6484,0.6551,0.6467
2016-01-25,1.0852,1.08539,1.079,118.33,118.855,118.176,1.013,1.01682,1.01252,1.42486,1.43095,1.4224,1.42681,1.42716,1.41274,0.7617,0.76181,0.75534,128.43,128.546,127.863,1.09965,1.10066,1.09583,0.6954,0.70313,0.69543,168.595,170.009,168.32,116.76,117.185,116.6,1.44354,1.4517,1.44212,0.64631,0.65329,0.64617
2016-01-26,1.08553,1.08742,1.0819,118.42,118.621,117.659,1.0172,1.01987,1.0118,1.4355,1.4367,1.41738,1.40798,1.43254,1.40452,0.7559,0.7664,0.755,128.559,128.635,127.82,1.10446,1.10598,1.0986,0.7011,0.70211,0.69193,170.037,170.273,166.99,116.392,116.9,116.2,1.4605,1.4645,1.43567,0.6504,0.65066,0.64258
2016-01-27,1.08969,1.09163,1.08511,118.586,119.069,118.046,1.01464,1.01894,1.01306,1.42398,1.4355,1.42304,1.411,1.41562,1.40279,0.76513,0.7666,0.7564,129.22,129.496,128.252,1.1057,1.1076,1.10303,0.702,0.70814,0.69934,168.862,170.03,168.576,116.857,117.142,116.126,1.44483,1.46016,1.44315,0.6438,0.6531,0.64171
2016-01-28,1.09502,1.09675,1.087,118.8,118.992,118.418,1.0131,1.018,1.0099,1.43594,1.44073,1.4232,1.40497,1.41226,1.39485,0.76254,0.76627,0.75947,130.08,130.22,128.94,1.10949,1.11068,1.10465,0.70835,0.71285,0.70084,170.587,171.147,168.691,117.234,117.51,116.57,1.45492,1.4607,1.44477,0.6478,0.65134,0.6419
2016-01-29,1.0831,1.09485,1.08102,121.092,121.689,118.476,1.02409,1.0256,1.01342,1.4244,1.44128,1.41499,1.4025,1.4109,1.39685,0.7602,0.765,0.7561,131.16,132.302,129.497,1.1092,1.1165,1.1058,0.707,0.71408,0.70591,172.503,174.172,170.103,118.22,119.424,116.855,1.45889,1.46605,1.44834,0.6473,0.6543,0.64592
2016-02-01,1.08929,1.09127,1.0815,121.11,121.485,120.681,1.01929,1.02495,1.0156,1.44361,1.44447,1.42292,1.39227,1.40619,1.39137,0.75452,0.76231,0.75414,131.93,132.022,131.23,1.1102,1.1116,1.10674,0.7104,0.71061,0.70432,174.85,175.018,172.435,118.8,119.063,118.37,1.4714,1.47258,1.45526,0.65297,0.65297,0.64495
2016-02-02,1.09177,1.094,1.08857,119.963,121.035,119.842,1.019,1.0226,1.01709,1.4416,1.44458,1.43267,1.40187,1.40818,1.39403,0.75724,0.76163,0.7543,130.971,131.98,130.9,1.1124,1.11591,1.11006,0.7049,0.7129,0.70389,172.951,174.678,172.759,117.7,118.7,117.61,1.4687,1.47556,1.46097,0.6477,0.6554,0.64624
2016-02-03,1.1105,1.11454,1.09039,117.781,120.044,117.057,1.00472,1.01935,0.99886,1.4597,1.46488,1.43846,1.37912,1.41025,1.37786,0.7606,0.7615,0.7526,130.792,131.03,130.052,1.11567,1.11606,1.10993,0.7173,0.71891,0.70033,171.9,173.748,171.072,117.203,117.82,116.85,1.4662,1.47668,1.46169,0.6671,0.66973,0.65078
2016-02-04,1.12,1.12392,1.10698,116.758,118.238,116.531,0.99338,1.0074,0.99227,1.4575,1.4668,1.453,1.37417,1.37967,1.36399,0.76845,0.77016,0.7555,130.779,131.657,130.647,1.1128,1.11993,1.11155,0.7196,0.7243,0.71539,170.175,172.47,170.048,117.5,117.93,116.95,1.4477,1.47103,1.44689,0.6726,0.67474,0.66425
2016-02-05,1.11452,1.12504,1.11091,116.979,117.428,116.295,0.9921,0.99848,0.9885,1.4497,1.4591,1.44527,1.3894,1.39005,1.37101,0.76866,0.7717,0.7669,130.39,131.04,130.167,1.1058,1.1135,1.10349,0.7069,0.7219,0.7065,169.595,170.539,168.996,117.87,118.04,117.3,1.4383,1.44902,1.4345,0.6626,0.67523,0.66162
2016-02-08,1.12042,1.12158,1.10867,115.511,117.523,115.184,0.98532,0.99728,0.98419,1.4431,1.45467,1.43519,1.3928,1.39781,1.38411,0.77631,0.7767,0.7661,129.418,130.901,128.766,1.1043,1.10951,1.10195,0.7084,0.71284,0.70509,166.67,170.629,165.981,117.17,118.25,116.68,1.4221,1.44485,1.4208,0.6621,0.666,0.6593
2016-02-09,1.1287,1.13378,1.11626,115.06,115.85,114.211,0.9723,0.98741,0.96952,1.44549,1.45155,1.43787,1.3877,1.39599,1.37872,0.785,0.78508,0.7731,129.876,130.27,128.281,1.09753,1.10562,1.09587,0.7054,0.70958,0.69738,166.328,167.199,164.57,118.32,118.62,116.127,1.40554,1.42563,1.39896,0.6629,0.66689,0.65637
2016-02-10,1.1291,1.13113,1.11607,113.338,115.259,113.253,0.9723,0.98193,0.97113,1.45383,1.45781,1.44454,1.39164,1.39986,1.38207,0.7766,0.7819,0.7713,127.998,130.111,127.8,1.09818,1.1001,1.0952,0.71115,0.7126,0.7037,164.74,167.635,164.53,116.548,118.46,116.41,1.4135,1.42068,1.40474,0.66869,0.66913,0.66055
2016-02-11,1.1331,1.13764,1.12745,112.292,113.598,110.983,0.97154,0.97614,0.96617,1.44696,1.45634,1.43828,1.39309,1.40164,1.38837,0.78304,0.78974,0.7756,127.237,128.12,125.77,1.10087,1.10424,1.09497,0.7095,0.71535,0.69845,162.45,165.069,159.846,115.55,116.631,114.45,1.40577,1.41615,1.39268,0.67,0.67345,0.65865
2016-02-12,1.12542,1.13338,1.12143,113.257,113.538,111.663,0.9764,0.97904,0.97161,1.45087,1.45701,1.44435,1.38549,1.39651,1.38138,0.77559,0.78284,0.77428,127.48,127.66,126.38,1.09894,1.10214,1.09658,0.7099,0.71281,0.70639,164.348,164.775,161.698,115.98,116.26,114.8,1.4168,1.42119,1.40666,0.66207,0.67393,0.66157
2016-02-15,1.11446,1.125,1.11282,114.616,114.729,113.24,0.9878,0.98895,0.97701,1.4435,1.45352,1.44261,1.3828,1.38816,1.37988,0.77194,0.77597,0.7698,127.737,127.957,127.258,1.10091,1.10316,1.0976,0.7137,0.71716,0.71029,165.43,165.754,164.28,116,116.357,115.62,1.4256,1.42995,1.4166,0.6646,0.66763,0.66155
2016-02-16,1.11415,1.1193,1.11245,113.89,114.875,113.599,0.98848,0.98959,0.98478,1.4287,1.45156,1.42766,1.388,1.39114,1.37071,0.7797,0.78122,0.7696,126.893,128.18,126.624,1.1015,1.10325,1.10066,0.7099,0.71817,0.70818,162.711,166.083,162.453,115.19,116.298,115.01,1.4122,1.43168,1.40982,0.6567,0.66754,0.65455
2016-02-17,1.11437,1.1179,1.11064,113.808,114.503,113.378,0.99132,0.99416,0.98535,1.42928,1.43389,1.42356,1.37168,1.38988,1.36682,0.77957,0.7845,0.7761,126.81,127.393,126.64,1.1045,1.10613,1.10064,0.71835,0.71869,0.70844,162.663,163.879,161.586,114.78,115.61,114.727,1.4166,1.42344,1.40424,0.6643,0.66492,0.65542
2016-02-18,1.11023,1.11495,1.10712,113.45,114.322,113.443,0.9937,0.99685,0.99051,1.4327,1.43942,1.42577,1.374,1.37483,1.36544,0.7749,0.78164,0.77078,125.957,127.18,125.883,1.10346,1.10544,1.10228,0.7154,0.7184,0.71332,162.52,163.962,162.236,114.12,115.15,114.12,1.4237,1.43108,1.41279,0.6634,0.6668,0.66063
2016-02-19,1.1126,1.11391,1.10668,112.671,113.377,112.309,0.9903,0.99671,0.98887,1.43586,1.44096,1.42474,1.3768,1.38464,1.37184,0.7748,0.77931,0.7734,125.364,125.98,125.02,1.10196,1.10482,1.09989,0.71529,0.71618,0.70693,161.78,162.505,160.744,113.73,114.16,113.31,1.42204,1.42646,1.41222,0.66418,0.6647,0.65656
2016-02-22,1.10297,1.1127,1.10034,112.86,113.387,112.431,0.9984,1.0004,0.9894,1.41473,1.4306,1.40581,1.3706,1.37928,1.36626,0.7796,0.78434,0.77695,124.47,125.562,124.37,1.1012,1.10245,1.09935,0.72293,0.72466,0.71363,159.665,161.555,159.149,113,113.994,112.919,1.4126,1.41733,1.40308,0.67089,0.67257,0.6623
2016-02-23,1.10169,1.10526,1.09904,112.12,113.051,111.777,0.99194,1.0001,0.98959,1.4016,1.41556,1.40085,1.37648,1.38207,1.36959,0.78589,0.78645,0.77763,123.525,124.64,123.073,1.0928,1.10282,1.09163,0.72148,0.7259,0.72006,157.167,159.913,156.97,113.017,113.28,112.3,1.3902,1.41515,1.38871,0.66596,0.67145,0.66481
2016-02-24,1.10092,1.10462,1.09575,111.962,112.263,111.045,0.98857,0.99523,0.9853,1.39334,1.40277,1.38791,1.36842,1.3859,1.36782,0.7901,0.79249,0.7853,123.258,123.62,122.456,1.0882,1.09428,1.08651,0.721,0.72133,0.71461,156.001,157.314,154.734,113.253,113.27,112.37,1.37705,1.3925,1.3726,0.66699,0.66738,0.65866
2016-02-25,1.1036,1.10496,1.09868,112.78,113.022,111.901,0.9893,0.99519,0.98783,1.39706,1.39967,1.39007,1.3545,1.3735,1.35177,0.7899,0.79285,0.7879,124.49,124.66,123.284,1.0917,1.09481,1.08899,0.7234,0.72432,0.7157,157.585,157.899,155.795,113.97,114.23,113.07,1.3819,1.38853,1.37576,0.6721,0.67301,0.6643
2016-02-26,1.0938,1.10681,1.0912,113.847,113.991,112.565,0.99599,0.99885,0.9872,1.3863,1.40425,1.38542,1.35138,1.3564,1.35055,0.7889,0.79225,0.78439,124.52,125.02,124.223,1.0896,1.09412,1.0888,0.713,0.72565,0.71186,157.82,158.551,157.216,114.26,114.46,113.67,1.381,1.39218,1.37932,0.66324,0.67744,0.66185
2016-02-29,1.08858,1.09624,1.08595,112.805,113.981,112.667,0.99821,1.00379,0.99492,1.3927,1.39464,1.38364,1.35099,1.35869,1.34824,0.7814,0.78973,0.7791,122.793,124.5,122.459,1.0866,1.09297,1.08103,0.7138,0.71679,0.71091,157.09,158.12,156.219,112.99,114.37,112.51,1.3901,1.39245,1.37999,0.6585,0.664,0.65659
2016-03-01,1.08709,1.08937,1.08345,113.885,114.182,112.164,0.99658,1.001,0.99639,1.3954,1.40184,1.39047,1.33965,1.35513,1.33868,0.77892,0.7823,0.77578,123.808,124.08,122.061,1.08338,1.08782,1.08236,0.7179,0.7192,0.71097,158.91,159.52,156.222,114.26,114.4,112.38,1.3904,1.40153,1.38862,0.663,0.664,0.65718
2016-03-02,1.0866,1.08808,1.08259,113.368,114.555,113.221,0.9964,1.001,0.99563,1.4071,1.40931,1.39147,1.3431,1.34988,1.34079,0.7721,0.78132,0.76917,123.18,124.38,123.097,1.0829,1.0859,1.0821,0.7291,0.73009,0.71657,159.52,160.568,158.755,113.727,114.65,113.68,1.40248,1.40802,1.38893,0.6669,0.66781,0.65947
2016-03-03,1.0964,1.09725,1.08539,113.612,114.27,113.3,0.99092,0.9984,0.98927,1.41893,1.41915,1.40333,1.33966,1.34728,1.3372,0.7726,0.775,0.77054,124.575,124.61,123.276,1.08652,1.0866,1.0828,0.7353,0.73737,0.7282,161.223,161.246,159.6,114.63,114.8,113.807,1.40602,1.40756,1.39853,0.6731,0.67557,0.6656
2016-03-04,1.09938,1.10432,1.09038,114.06,114.26,113.133,0.9946,0.99879,0.98794,1.42157,1.42484,1.41088,1.332,1.34709,1.33175,0.77324,0.7773,0.772,125.393,125.8,123.944,1.0936,1.09468,1.08519,0.74255,0.74428,0.73402,162.147,162.44,160.442,114.64,115.05,114.1,1.4139,1.41474,1.40094,0.68005,0.68189,0.67155
2016-03-07,1.1009,1.1026,1.09403,113.32,114.045,113.227,0.99518,1.0014,0.99292,1.4265,1.42834,1.41346,1.3276,1.33775,1.32623,0.77167,0.775,0.7713,124.77,125.39,124.23,1.0956,1.09749,1.0916,0.7469,0.74857,0.73929,161.66,162.228,160.386,113.85,114.79,113.36,1.4196,1.42169,1.41075,0.6778,0.6815,0.67506
2016-03-08,1.10069,1.10576,1.09937,112.565,113.52,112.426,0.99585,0.99703,0.99019,1.42132,1.42756,1.4174,1.34093,1.34115,1.32821,0.77419,0.77927,0.7716,123.89,125.02,123.856,1.0961,1.09693,1.0918,0.7438,0.74722,0.74105,159.988,161.91,159.613,113.022,114.04,112.95,1.41538,1.4203,1.4064,0.67423,0.68017,0.674
2016-03-09,1.10064,1.1035,1.09464,113.287,113.445,112.229,0.9967,1.00398,0.99402,1.4216,1.4241,1.41778,1.32582,1.34462,1.3229,0.7741,0.77561,0.77,124.688,124.89,123.066,1.0971,1.10002,1.09475,0.74882,0.75278,0.74126,161.067,161.356,159.494,113.63,113.79,111.92,1.417,1.42837,1.4144,0.666,0.68092,0.66511
2016-03-10,1.11849,1.12179,1.08224,113.147,114.444,112.613,0.98352,1.00923,0.98106,1.4279,1.43176,1.41183,1.3356,1.33976,1.32326,0.78324,0.78478,0.76527,126.557,126.771,123.65,1.10005,1.10227,1.08923,0.74438,0.75121,0.74274,161.54,162.883,160.739,115.035,115.55,113.15,1.40438,1.42788,1.40207,0.66563,0.67097,0.66198
2016-03-11,1.11529,1.12095,1.10807,113.79,113.917,112.759,0.9822,0.98903,0.98033,1.4384,1.44365,1.42547,1.32367,1.33576,1.31679,0.77524,0.78472,0.77386,126.913,127.29,126.076,1.0956,1.1018,1.09353,0.7558,0.75833,0.7447,163.66,164.094,161.088,115.831,116.1,114.537,1.41295,1.41719,1.40357,0.674,0.67735,0.66604
2016-03-14,1.1097,1.11757,1.10781,113.805,114.005,113.51,0.9871,0.9882,0.98192,1.43019,1.43894,1.42932,1.3266,1.33081,1.32115,0.77592,0.777,0.7735,126.296,127.153,126.085,1.09546,1.09911,1.0946,0.75052,0.75934,0.74924,162.74,163.981,162.6,115.279,115.94,114.93,1.41173,1.42038,1.41087,0.66644,0.67552,0.66576
2016-03-15,1.111,1.1125,1.10723,113.083,114.139,112.639,0.9866,0.98956,0.98498,1.41571,1.4305,1.41393,1.3351,1.34021,1.32635,0.78478,0.78611,0.776,125.6,126.711,125.101,1.0962,1.09714,1.09446,0.7451,0.75275,0.74452,160.08,162.938,159.55,114.58,115.64,114.216,1.3968,1.41248,1.39386,0.66072,0.66842,0.65878
2016-03-16,1.12248,1.12423,1.10581,112.61,113.819,112.335,0.9761,0.9914,0.97507,1.42562,1.42736,1.40535,1.31285,1.3405,1.31144,0.78736,0.78854,0.7843,126.39,126.455,125.55,1.09595,1.09755,1.09399,0.7554,0.75606,0.74149,160.552,160.915,159.663,115.36,115.373,114.51,1.39153,1.39766,1.39119,0.6729,0.67404,0.65763
2016-03-17,1.1316,1.13423,1.12055,111.54,112.955,110.671,0.96704,0.97863,0.96509,1.44821,1.45029,1.42221,1.2986,1.3133,1.29456,0.7812,0.79114,0.7808,126.232,126.63,125.337,1.0945,1.09955,1.09226,0.7645,0.76568,0.7534,161.542,161.575,159.026,115.31,115.47,114.28,1.4004,1.40273,1.38852,0.6854,0.68589,0.67288
2016-03-18,1.12681,1.1337,1.12565,111.714,111.757,110.825,0.96968,0.9717,0.96557,1.44736,1.45144,1.44108,1.30242,1.30426,1.29241,0.77839,0.787,0.7775,125.88,126.22,125.273,1.09276,1.0948,1.09055,0.7595,0.76802,0.75958,161.698,161.778,160.369,115.19,115.404,114.55,1.40359,1.40563,1.3966,0.6786,0.68737,0.6784
2016-03-21,1.12494,1.1285,1.12347,111.82,111.93,111.225,0.9692,0.97301,0.96759,1.43851,1.44673,1.43656,1.30765,1.3092,1.3007,0.78196,0.784,0.779,125.803,126.08,125.22,1.0903,1.09435,1.08945,0.7583,0.76264,0.75691,160.87,161.45,160.155,115.35,115.48,114.49,1.3942,1.40289,1.3921,0.6759,0.67984,0.6747
2016-03-22,1.1219,1.1261,1.11888,112.32,112.49,111.38,0.9726,0.9736,0.96891,1.4211,1.43974,1.4191,1.30386,1.31383,1.30322,0.78935,0.79057,0.7814,126.028,126.28,124.678,1.0914,1.09165,1.0876,0.7622,0.76426,0.75515,159.61,161.49,158.462,115.456,115.74,114.52,1.3822,1.39619,1.3774,0.6749,0.6776,0.67222
2016-03-23,1.1181,1.12233,1.11598,112.41,112.91,112.145,0.9747,0.9766,0.97268,1.41146,1.42272,1.40828,1.3207,1.32191,1.30392,0.7921,0.7934,0.78825,125.68,126.27,125.512,1.08995,1.09241,1.08748,0.7524,0.76489,0.75202,158.67,160.012,158.543,115.308,115.93,115.014,1.3756,1.38503,1.3728,0.6707,0.67701,0.66834
2016-03-24,1.11753,1.11874,1.11443,112.792,113.005,112.297,0.97568,0.9774,0.97379,1.41614,1.41826,1.4057,1.3241,1.3296,1.32044,0.7889,0.79464,0.78827,126.04,126.16,125.393,1.09049,1.09094,1.08751,0.7529,0.75368,0.74776,159.73,159.85,158.466,115.57,115.72,115.143,1.38181,1.38306,1.37217,0.6697,0.67216,0.6672
2016-03-25,1.1162,1.11792,1.11545,113.105,113.321,112.757,0.97822,0.97868,0.97541,1.41287,1.41563,1.41114,1.32622,1.32695,1.32271,0.78985,0.79108,0.78884,126.241,126.46,125.922,1.09171,1.09242,1.08909,0.75087,0.75351,0.75082,159.795,160.185,159.36,115.585,116.04,115.5,1.38186,1.38275,1.37855,0.66817,0.6715,0.66816
2016-03-28,1.11999,1.12198,1.1153,113.319,113.686,113.138,0.9736,0.97861,0.97235,1.42537,1.42832,1.41213,1.31797,1.32848,1.31683,0.78569,0.7903,0.78441,126.927,127.046,126.3,1.09064,1.09222,1.09011,0.75411,0.75578,0.74937,161.55,161.682,159.82,116.37,116.491,115.71,1.38793,1.39113,1.3803,0.67284,0.67356,0.66691
2016-03-29,1.1302,1.1303,1.11691,112.666,113.803,112.673,0.966,0.97624,0.9659,1.43877,1.4404,1.41954,1.3056,1.32163,1.3051,0.7855,0.78725,0.7831,127.34,127.46,126.784,1.0918,1.0929,1.08856,0.76427,0.76429,0.75105,162.07,162.499,161.35,116.6,116.76,116.14,1.3898,1.39506,1.38433,0.68569,0.68664,0.67233
2016-03-30,1.13369,1.13653,1.1286,112.41,112.81,112.02,0.9637,0.9672,0.95932,1.4378,1.44589,1.43612,1.29653,1.30805,1.2913,0.7883,0.7884,0.78349,127.454,127.821,126.77,1.09268,1.09273,1.08929,0.7672,0.77088,0.76156,161.652,162.574,161.359,116.629,117.23,116.08,1.3857,1.39329,1.3849,0.69352,0.69654,0.68419
2016-03-31,1.13845,1.14116,1.13107,112.518,112.67,112.113,0.9605,0.9664,0.95721,1.4368,1.44261,1.43266,1.29778,1.30106,1.28582,0.7922,0.79444,0.7879,128.09,128.22,126.974,1.09344,1.0953,1.09066,0.76638,0.77227,0.76348,161.686,162.023,160.907,117.13,117.47,116.17,1.38002,1.3883,1.37555,0.6912,0.69662,0.68819
2016-04-01,1.1394,1.14377,1.13347,111.614,112.577,111.601,0.9584,0.96253,0.9556,1.42271,1.4372,1.41715,1.3012,1.3147,1.29697,0.80059,0.802,0.7917,127.171,128.163,127.182,1.0921,1.09504,1.09067,0.76832,0.77005,0.75993,158.795,161.723,158.727,116.4,117.213,116.42,1.3636,1.38232,1.36043,0.6899,0.69368,0.6836
2016-04-04,1.1396,1.14125,1.13576,111.29,111.796,111.101,0.95875,0.96148,0.95732,1.4277,1.43214,1.41916,1.3054,1.30827,1.30032,0.79818,0.80161,0.796,126.84,127.36,126.454,1.0929,1.09323,1.09127,0.76121,0.76781,0.75985,158.908,159.58,158.184,116.05,116.611,115.78,1.36918,1.37178,1.36164,0.6834,0.69037,0.68298
2016-04-05,1.1381,1.14051,1.13361,110.425,111.332,109.951,0.9567,0.96044,0.95468,1.4146,1.4279,1.41222,1.3154,1.32187,1.30688,0.80439,0.80544,0.79804,125.67,126.82,125.252,1.0888,1.0925,1.0879,0.7535,0.76312,0.75105,156.21,158.848,155.741,115.41,116.09,114.94,1.3535,1.36835,1.352,0.6791,0.68317,0.67596
2016-04-06,1.1405,1.14315,1.13268,109.67,110.642,109.346,0.9552,0.96218,0.95311,1.41243,1.41711,1.40058,1.3099,1.31862,1.30637,0.8073,0.81052,0.8023,125.097,125.85,124.87,1.0894,1.09123,1.08816,0.7598,0.76192,0.75334,154.917,156.655,154.549,114.79,115.572,114.44,1.349,1.35908,1.34445,0.68256,0.68441,0.67743
2016-04-07,1.13724,1.14539,1.13379,108.43,109.904,107.672,0.9555,0.9582,0.9522,1.4061,1.41568,1.40493,1.31325,1.31806,1.30193,0.8086,0.8117,0.8043,123.336,125.304,122.556,1.08691,1.09065,1.08436,0.7509,0.76373,0.74921,152.488,155.344,151.667,113.458,114.935,112.726,1.3436,1.35132,1.34165,0.67787,0.68625,0.67633
